#,"How old are you?","What's your gender?",Other,"Which country are you a citizen of?","Which country do you currently live in?","About how many people live in your city?","Are you an ethnic minority in your country?","Which language do you you speak at home with your family?","What's the highest degree or level of school you have completed?","What was the main subject you studied in university?","What's your marital status?","Do you financially support any dependents?","Do you have children?","How many children do you have?","Do you financially support any elderly relatives or relatives with disabilities?","Do you have any debt?","Do you have a home mortgage?","About how much do you owe on your home mortgage (in US Dollars)?","Do you have student loan debt?","About how much do you owe in student loans (in US Dollars)?","Regarding employment status, are you currently...",Other,"Which field do you work in?",Other,"About how much money did you make last year (in US dollars)?","About how many minutes does it take you to get to work each day?","Do you consider yourself under-employed?","Have you served in your country's military before?","Do you receive disability benefits from your government?","Do you have high speed internet at your home?",already_working,jobs_interested_in,want_employment_type,expected_earnings,home_or_remote,will_relocate,attended_event_types,learning_resources,hours_learning_week,months_learning,attend_bootcamp,which_bootcamp,finished_bootcamp,loan_for_bootcamp,recommend_bootcamp,total_spent_learning,podcast,how_soon_jobhunt,youtube,"Start Date (UTC)","Submit Date (UTC)","Network ID"
d786b131994615fb4f80098a592129c5,26,male,,India,India,"more than 1 million",0,Hindi,"bachelor's degree","Industrial Engineering","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,7463,"More than 60 minutes",0,0,0,1,Yes,,,,,,hackathons,"CSS Tricks, Mozilla Developer Network (MDN), Udemy, Stack Overflow, W3Schools, Egghead.io, freeCodeCamp",36,24,No,,,,,80,,,"Derek Banas, CodeCourse, The New Boston, LevelUpTuts","2017-03-09 05:03:05","2017-03-09 05:06:53",e622c049bb
0db4cbf4b092a4040abc26721bf0a611,28,male,,"United States of America","United States of America","more than 1 million",1,Spanish,"some college credit, no degree",,"single, never married",0,,,,0,,,,,"Self-employed freelancer",,"software development and IT",,20000,"I work from home",1,0,0,1,No,"Back-End Web Developer, Full-Stack Web Developer","work for a nonprofit",46000,"no preference",Yes,"Meetup.com events","freeCodeCamp, EdX, Treehouse, Stack Overflow",15,12,No,,,,,200,NA,"Within the next 6 months","freeCodeCamp, Google Developers","2017-03-09 05:03:58","2017-03-09 05:07:50",b7783fe52e
b65bb817be7158fc11f13ad8f572d954,23,male,,Russia,Russia,"more than 1 million",0,Russian,"bachelor's degree",Astrophysics,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,7000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,,"Stack Overflow, CSS Tricks",8,14,No,,,,,0,,,"Google Developers","2017-03-09 05:06:10","2017-03-09 05:11:09",77d42e3a69
99bab0b3b0f8731835d61575f826b1e2,21,male,,India,India,"less than 100,000",0,Marathi,"some high school",,"single, never married",1,0,,0,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,,"freelance ",,,,workshops,"HackerRank, Stack Overflow, Pluralsight / Code School, W3Schools, CSS Tricks, Udacity",1,5,No,,,,,0,,,"Simplilearn, Google Developers, The New Boston","2017-03-09 05:09:21","2017-03-09 05:11:57",01384f7da3
c467e6adad78cec4a67dfcb0d7906cde,22,male,,India,India,"between 100,000 and 1 million",1,Konkani,"bachelor's degree","Computer Science","single, never married",0,,,,0,,,,,"Self-employed freelancer",,"software development and IT",,1000,"I work from home",1,0,0,1,Yes,,,,,,"Meetup.com events, hackathons, workshops","Udacity, Udemy, Khan Academy, Coursera, EdX",10,50,No,,,,,100,"Talk Python To Me, Software Engineering Daily",,"Google Developers, The New Boston, LevelUpTuts","2017-03-09 05:10:09","2017-03-09 05:14:08",0265bf20d8
ba9fbca2afc448efb63ec8be1e4a0c35,26,male,,Canada,Canada,"more than 1 million",0,Portuguese,"bachelor's degree","Computer Science","single, never married",0,,,,1,0,,1,8000,"Employed for wages",,"software development and IT",,20000,"30 to 44 minutes",1,0,0,0,No,,"start your own business",,,,,"Codecademy, freeCodeCamp, Stack Overflow, Khan Academy, Udacity, Mozilla Developer Network (MDN), W3Schools",60,58,No,,,,,0,,,"DevTips, Coding Tutorials 360, freeCodeCamp","2017-03-09 05:11:02","2017-03-09 05:14:25",2db9fde4ab
57842dcbf663abb689bbfb75706003ff,28,male,,"United States of America","United States of America","more than 1 million",0,English,"bachelor's degree","History Teacher Education","married or domestic partnership",1,1,1,0,0,,,,,"Employed for wages",,sales,,65000,"15 to 29 minutes",1,0,0,1,No,"Back-End Web Developer, Data Engineer,   Quality Assurance Engineer","work for a startup",45000,"in an office with other developers",Yes,"Startup Weekend","freeCodeCamp, Pluralsight / Code School, Stack Overflow, Codecademy",6,18,No,,,,,300,"Talk Python To Me","Within 7 to 12 months",LevelUpTuts,"2017-03-09 05:19:26","2017-03-09 05:21:51",c90e044c5f
75ddf4d578ace9482d46aacc3a7034de,24,female,,Australia,Australia,"more than 1 million",0,English,"trade, technical, or vocational training",,"single, never married",0,,,,1,0,,1,25000,,"Currently completing a bootcamp -student",,,,,,0,0,1,No,"Game Developer, Full-Stack Web Developer","work for a medium-sized company",45000,"in an office with other developers",No,,"W3Schools, freeCodeCamp, Codecademy, Code Wars",40,2,Yes,"Codemaster Institute",No,Yes,Yes,9600,"JavaScript Jabber","Within the next 6 months",freeCodeCamp,"2017-03-09 05:15:25","2017-03-09 05:26:53",00a5dd2bbd
3c68ac7b3d2cd61baa787a7d3442d344,17,male,,Canada,Canada,"more than 1 million",0,English,"some high school",,"single, never married",0,,,,0,,,,,"Not working and not looking for work",,,,,,,0,0,1,No,"  Product Manager,   Quality Assurance Engineer,   Mobile Developer, Data Engineer,   Data Scientist, Full-Stack Web Developer, Back-End Web Developer","work for a medium-sized company",40000,"in an office with other developers",Yes,"hackathons, workshops","Udemy, Stack Overflow, Mozilla Developer Network (MDN), W3Schools, Codecademy, StackSkills",10,19,No,,,,,20,"Talk Python To Me","more than 12 months from now","freeCodeCamp, Computerphile, MIT Open Courseware","2017-03-09 05:32:49","2017-03-09 05:33:54",7aed5e6911
1de361857defb1e868ad8b0f834b75aa,30,male,,"United States of America","United States of America","more than 1 million",1,English,"bachelor's degree",Accounting,"single, never married",1,1,1,0,1,0,,1,32000,"Not working but looking for work",,,,,,,0,0,1,No,"Game Developer, Full-Stack Web Developer,   Data Scientist","work for a startup",80000,"in an office with other developers",Yes,,"Codecademy, freeCodeCamp, Udacity, Stack Overflow, W3Schools",35,1,No,,,,,100,,"Within 7 to 12 months",,"2017-03-09 05:35:09","2017-03-09 05:36:48",3994e6f28a
510088628104be181fe1cf4d5f17dd62,22,male,,India,India,"more than 1 million",0,Konkani,"bachelor's degree","Electrical and Electronics Engineering","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,,"More than 60 minutes",0,0,0,1,Yes,,,,,,"Meetup.com events, hackathons, freeCodeCamp study groups","Stack Overflow, EdX, Udacity, W3Schools, freeCodeCamp, HackerRank, Codecademy, Egghead.io, Mozilla Developer Network (MDN), Khan Academy, CSS Tricks, Udemy, Coursera, Hackerearth",30,24,No,,,,,0,,,"Derek Banas, MIT Open Courseware, Google Developers, The New Boston, LevelUpTuts, Coding Tutorials 360, freeCodeCamp, LearnCode.Academy","2017-03-09 05:35:07","2017-03-09 05:37:16",9a47996d97
25fe0dbdb217e15d2b6e8fd1ea62063b,34,male,,Russia,Russia,"more than 1 million",0,Russian,"trade, technical, or vocational training",,"married or domestic partnership",1,1,1,0,1,0,,0,,"Employed for wages",,sales,,12000,"45 to 60 minutes",0,0,0,1,No,,"freelance ",,,,"freeCodeCamp study groups","Code Wars, Mozilla Developer Network (MDN), Udacity, freeCodeCamp, Treehouse, Stack Overflow, Coursera",10,3,No,,,,,100,,,,"2017-03-09 05:37:50","2017-03-09 05:43:47",33527514e9
8c0822461b2250f2bacdd4d8956d1fda,45,male,,"United States of America","United States of America","between 100,000 and 1 million",1,English,"bachelor's degree","Computer and Information Systems Security","married or domestic partnership",1,1,1,0,1,0,,1,21000,"Employed for wages",,,"Chief Technology Officer",115000,"More than 60 minutes",0,0,0,1,No,,"freelance ",,,,,"W3Schools, Stack Overflow, Udacity, Lynda.com, freeCodeCamp",5,48,No,,,,,2000,"Software Engineering Radio, Full Stack Radio",,"The New Boston, MIT Open Courseware","2017-03-09 05:39:27","2017-03-09 05:44:07",5bd71749e0
eb3b015c7aa1b7a76df04a737f3a8546,25,male,,"South Africa","South Africa",,,Afrikaans,"some college credit, no degree",,"single, never married",0,,,,1,0,,1,,"Employed for wages",,"software development and IT",,,"15 to 29 minutes",0,0,0,1,Yes,,,,,,,"CSS Tricks, W3Schools, Stack Overflow, Udacity, Codecademy",5,45,No,,,,,1800,Laracast,,,"2017-03-09 05:41:14","2017-03-09 05:45:20",cd93a2522b
0f743205c0c30badf43b226c360d7a62,40,male,,Poland,Singapore,"more than 1 million",1,Polish,Ph.D.,Chemistry,"married or domestic partnership",1,1,2,0,1,1,300000,0,,"Employed for wages",,,"science research",100000,"45 to 60 minutes",1,0,0,1,No,,"start your own business",,,,"Meetup.com events","EdX, Coursera, CSS Tricks, Codecademy, Udacity",7,24,No,,,,,600,,,"Derek Banas","2017-03-09 05:48:00","2017-03-09 05:50:30",f553aabb3a
b6706019728baa230fffaa5b08f3213b,24,male,,India,India,"more than 1 million",0,Hindi,"bachelor's degree","Computer Science","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,0,"More than 60 minutes",1,0,0,1,Yes,,,,,,,"EdX, Mozilla Developer Network (MDN), Egghead.io, freeCodeCamp",5,6,No,,,,,200,"The Changelog, JavaScript Air, JavaScript Jabber",,"LevelUpTuts, freeCodeCamp, Coding Tutorials 360, DevTips, Derek Banas","2017-03-09 05:50:21","2017-03-09 05:53:36",c2e6d9abec
afc0491f4abd0f270c7a30a0cccbe984,15,male,,Indonesia,Indonesia,"more than 1 million",0,Indonesian,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"  Data Scientist, Full-Stack Web Developer, Data Engineer,   User Experience Designer,   Mobile Developer, Information Security","work for a multinational corporation",60.000,"no preference",Yes,,"freeCodeCamp, Khan Academy, EdX, Coursera, Stack Overflow",,,No,,,,,0,"Ruby Rogues","more than 12 months from now","Derek Banas, Engineered Truth, MIT Open Courseware, freeCodeCamp, Google Developers","2017-03-09 05:52:01","2017-03-09 05:53:49",236e703dea
4d55dd265bd4b613e02699c4cab7318b,25,male,,India,India,"more than 1 million",0,Tamil,"bachelor's degree","Computer Science","single, never married",0,,,,1,0,,1,2500,"Employed for wages",,"software development and IT",,10000,"45 to 60 minutes",1,0,0,1,Yes,,,,,,hackathons,"Udemy, Code Wars, freeCodeCamp, Coursera",10,25,No,,,,,0,Nothing,,"freeCodeCamp, MIT Open Courseware, LearnCode.Academy","2017-03-09 06:00:34","2017-03-09 06:02:56",680d076715
19d7483f29d237ae905208d136446087,26,male,,India,India,"more than 1 million",0,Hindi,"bachelor's degree","Computer Software Engineering","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,10000,"30 to 44 minutes",1,0,0,1,Yes,,,,,,,"Stack Overflow, CSS Tricks, Mozilla Developer Network (MDN), freeCodeCamp, Codecademy, HackerRank, W3Schools, Coursera, Khan Academy",20,60,No,,,,,0,"Software Engineering Daily",,"funfunfunction, The New Boston, LearnCode.Academy, Computerphile, Google Developers, Mozilla Hacks, freeCodeCamp","2017-03-09 05:58:11","2017-03-09 06:03:16",6eb81fb473
9135a7697181f19e09e66cc834c8bc7a,20,male,,Egypt,Egypt,"more than 1 million",1,Arabic,"bachelor's degree","Computer Science","single, never married",,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"Full-Stack Web Developer","work for a startup",50000,"in an office with other developers",Yes,"hackathons, workshops, Startup Weekend","Lynda.com, Mozilla Developer Network (MDN), Khan Academy, Coursera, EdX, W3Schools, freeCodeCamp, Treehouse, CSS Tricks, Udemy, Pluralsight / Code School, Stack Overflow",6,24,No,,,,,20,,"I haven't decided","MIT Open Courseware, Coding Train (Coding Rainbow), funfunfunction, The New Boston, LevelUpTuts, LearnCode.Academy, freeCodeCamp","2017-03-09 06:00:03","2017-03-09 06:03:42",56b97c0f23
27eab3b005bd6e5f28a8bbc185b7a027,45,male,,"United States of America","United States of America","between 100,000 and 1 million",1,English,"bachelor's degree","Business Administration and Management","married or domestic partnership",1,1,3,0,0,,,,,"Employed for wages",,education,,71000,"I work from home",1,0,0,1,No,,"start your own business",,,,,freeCodeCamp,5,2,No,,,,,0,,,"The New Boston","2017-03-09 06:04:07","2017-03-09 06:05:57",742bc0cea3
a60a4eed54fc423c4af67042250ff9e4,32,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Employed for wages",,"office and administrative support",,72000,"15 to 29 minutes",0,0,0,1,No,,"freelance ",,,,"Meetup.com events, freeCodeCamp study groups","Codecademy, Udemy, Lynda.com, Stack Overflow, freeCodeCamp, Treehouse",12,24,No,,,,,0,,,"funfunfunction, DevTips, Coding Train (Coding Rainbow), LevelUpTuts, Engineered Truth, Coding Tutorials 360, freeCodeCamp, LearnCode.Academy","2017-03-09 06:04:42","2017-03-09 06:06:19",41f80d9589
9c1319870e30526de05eb0a066f91496,24,male,,Pakistan,Pakistan,"more than 1 million",0,Urdu,"bachelor's degree","Software Engineering","single, never married",1,0,,0,1,0,,0,,"Employed for wages",,"software development and IT",,3000,"More than 60 minutes",1,0,0,0,Yes,,,,,,,"Mozilla Developer Network (MDN), HackerRank, W3Schools, Coursera, EdX",10,18,No,,,,,0,".NET Rocks",,,"2017-03-09 05:57:59","2017-03-09 06:07:58",9eb3a0ab9f
d40900d2501ae05c5ebf9824c73cf1d7,28,female,,Romania,Romania,"more than 1 million",0,Romanian,"bachelor's degree",,"single, never married",0,,,,0,,,,,"Employed for wages",,finance,,56000,"45 to 60 minutes",1,0,0,1,No,,"freelance ",,,,,"W3Schools, freeCodeCamp",1,9,No,,,,,700,,,"freeCodeCamp, Coding Train (Coding Rainbow)","2017-03-09 06:03:19","2017-03-09 06:08:05",79159ed357
5af03f61ae5f13a8c3e71d4c2e4c7b5b,30,female,,"United States of America","United States of America","more than 1 million",1,English,"master's degree (non-professional)","Web Design","married or domestic partnership",0,,,,1,0,,1,100000,"Not working but looking for work",,,,,,,0,0,1,No,"Full-Stack Web Developer,   User Experience Designer,   Mobile Developer,   Front-End Web Developer","work for a medium-sized company",65000,"in an office with other developers",Yes,"Meetup.com events","Skillcrush, freeCodeCamp, W3Schools, Treehouse, Stack Overflow, Mozilla Developer Network (MDN), CSS Tricks",15,3,No,,,,,500,,"Within the next 6 months",,"2017-03-09 06:07:47","2017-03-09 06:09:46",2ce31ff97a
ea2523fa3a8e0f0fd0338785bdad6913,34,male,,"United Kingdom","United Kingdom","between 100,000 and 1 million",0,English,"no high school (secondary school)",,"married or domestic partnership",1,1,1,0,1,0,,0,,"Employed for wages",,"software development and IT",,50000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,"conferences, Meetup.com events","Stack Overflow, Treehouse, Udemy, EdX, Pluralsight / Code School, Lynda.com, Mozilla Developer Network (MDN)",15,48,No,,,,,1000,"JavaScript Jabber, Software Engineering Radio",,"LevelUpTuts, DevTips, Google Developers","2017-03-09 06:07:58","2017-03-09 06:10:29",1c8fc56cf1
bfcd2f5ec8a8b0e9825cb94c258ff313,28,genderqueer,,Italy,Germany,"more than 1 million",1,Italian,"bachelor's degree",Economics,"married or domestic partnership",1,0,,0,0,,,,,"Employed for wages",,"software development and IT",,20000,"45 to 60 minutes",0,0,0,1,Yes,,,,,,"Women Who Code, Meetup.com events, hackathons, freeCodeCamp study groups, NodeSchool","Stack Overflow, EdX, Udemy, Udacity, Khan Academy, Coursera, freeCodeCamp, Codecademy",8,12,No,,,,,,,,"MIT Open Courseware","2017-03-09 06:06:15","2017-03-09 06:11:51",977486d7e2
533dd69fcb13b4c23b765b09e36c19e6,22,male,,"United Kingdom","United Kingdom","less than 100,000",0,English,"high school diploma or equivalent (GED)",,,,,,,,,,,,"Employed for wages",,"software development and IT",,,"45 to 60 minutes",1,0,0,1,Yes,,,,,,hackathons,"Mozilla Developer Network (MDN), Codecademy, W3Schools, CSS Tricks, Treehouse",5,48,No,,,,,0,"Shop Talk Show",,"Google Developers","2017-03-09 06:09:38","2017-03-09 06:12:18",4567c6f3be
b4a4c6cbade4a6e1c55e19fb131437e3,26,male,,India,Lithuania,"between 100,000 and 1 million",1,Hindi,"bachelor's degree",Economics,"single, never married",0,,,,1,0,,0,,"Self-employed business owner",,,"International cargo trade",10000,"I work from home",1,0,0,1,No,"Full-Stack Web Developer, Data Engineer","work for a startup",30000,"in an office with other developers",No,"weekend bootcamps, Meetup.com events","Stack Overflow, EdX, Udemy, Codecademy, Mozilla Developer Network (MDN), freeCodeCamp",10,3,No,,,,,300,"Code Newbie","Within the next 6 months","freeCodeCamp, funfunfunction, traversy media","2017-03-09 06:12:36","2017-03-09 06:14:35",05b6697ad4
f04bf99c369f34ad116e63e4122f3e97,28,female,,"United States of America","United States of America","more than 1 million",1,English,"trade, technical, or vocational training",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"  User Experience Designer,   Mobile Developer,   Front-End Web Developer, Full-Stack Web Developer","work for a medium-sized company",,"from home",,"workshops, Women Who Code, Girl Develop It","Coursera, freeCodeCamp, W3Schools, CSS Tricks",12,14,No,,,,,1600,,"I haven't decided",freeCodeCamp,"2017-03-09 06:14:05","2017-03-09 06:15:21",da701d1a4c
d6457e255fdf5a2ae258bf43e7dbf7ac,14,male,,India,India,"less than 100,000",0,Hindi,"some high school",,"single, never married",0,,,,0,,,,,"Self-employed freelancer",,"software development and IT",,68,"I work from home",0,0,0,0,No,,"start your own business",,,,,"Stack Overflow",14,60,No,,,,,0,,,"MIT Open Courseware","2017-03-09 06:15:42","2017-03-09 06:18:13",807ae6d10b
b5c3ee2223c6a5f2be2bf062e223b126,30,male,,"South Africa","South Africa","more than 1 million",1,Afrikaans,"bachelor's degree","Computer Science","married or domestic partnership",1,0,,0,1,0,,0,,"Employed for wages",,"software development and IT",,25000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,,"Stack Overflow, freeCodeCamp, W3Schools, CSS Tricks",,36,No,,,,,0,,,,"2017-03-09 06:16:49","2017-03-09 06:19:27",1e32f3539a
3a0e9468d78436de819aa8d642f8da85,,male,,"Netherlands (Holland, Europe)",,"between 100,000 and 1 million",1,,"master's degree (non-professional)",,"single, never married",0,,,,1,0,,1,,,,,,,,,0,0,1,No,"Back-End Web Developer","work for a medium-sized company",,"in an office with other developers",Yes,,"Udacity, Coursera, Udemy, Stack Overflow, freeCodeCamp",,,No,,,,,,,"Within 7 to 12 months","MIT Open Courseware, The New Boston, Derek Banas","2017-03-09 06:15:44","2017-03-09 06:20:01",b8634b3639
8c07d243b7a35f1b4d5afbc81ffc4b9c,21,male,,Egypt,Egypt,"more than 1 million",,Arabic,,,"single, never married",0,,,,0,,,,,"A stay-at-home parent or homemaker",,,,,,,0,0,0,No,,"start your own business",,,,,"Mozilla Developer Network (MDN)",38,,No,,,,,0,,,funfunfunction,"2017-03-09 06:17:18","2017-03-09 06:21:37",57ca908bc2
fe198079909c14d3064199fb26983009,34,male,,Pakistan,Pakistan,"more than 1 million",0,Urdu,"some college credit, no degree",,"married or domestic partnership",1,1,3,1,0,,,,,"Employed for wages",,"software development and IT",,18000,"30 to 44 minutes",0,0,0,0,Yes,,,,,,"freeCodeCamp study groups","Mozilla Developer Network (MDN), Khan Academy, W3Schools, Coursera, EdX, Codecademy",25,120,No,,,,,1000,Laracast,,,"2017-03-09 06:19:03","2017-03-09 06:21:49",e115692652
